,0,1,2,3,4,5,6
21909,欧洲,马耳他,38,0,0,0,03-19
21910,欧洲,北马其顿,35,0,0,0,03-19
21911,非洲,塞内加尔,36,0,2,0,03-19
21912,欧洲,摩尔多瓦,36,0,1,1,03-19
21913,亚洲,柬埔寨,35,0,1,0,03-19
21914,欧洲,立陶宛,33,0,0,0,03-19
21915,南美洲,委内瑞拉,33,0,0,0,03-19
21916,大洋洲,新西兰,28,0,0,0,03-19
21917,亚洲,阿曼,39,0,12,0,03-19
21918,亚洲,阿塞拜疆,34,0,6,1,03-19
21919,非洲,布基纳法索,27,0,0,1,03-19
21920,欧洲,波黑,24,0,0,0,03-19
21921,亚洲,乌兹别克斯坦,23,0,0,0,03-19
21922,亚洲,阿富汗,22,0,0,0,03-19
21923,北美洲,多米尼加,21,0,0,1,03-19
21924,北美洲,瓜德罗普岛,18,0,0,0,03-19
21925,北美洲,马提尼克,16,0,0,0,03-19
21926,欧洲,乌克兰,16,0,0,2,03-19
21927,北美洲,牙买加,15,0,0,1,03-19
21928,非洲,刚果（金）,14,0,0,0,03-19
21929,亚洲,孟加拉国,17,0,3,1,03-19
21930,非洲,喀麦隆,13,0,0,0,03-19
21931,亚洲,马尔代夫,13,0,0,0,03-19
21932,非洲,尼日利亚,12,0,1,0,03-19
21933,南美洲,玻利维亚,11,0,0,0,03-19
21934,非洲,卢旺达,11,0,0,0,03-19
21935,北美洲,古巴,11,0,0,1,03-19
21936,欧洲,摩纳哥,9,0,0,0,03-19
21937,南美洲,巴拉圭,9,0,0,0,03-19
21938,北美洲,洪都拉斯,9,0,0,0,03-19
21939,非洲,加纳,9,0,0,0,03-19
21940,非洲,留尼旺,9,0,0,0,03-19
21941,非洲,科特迪瓦,9,0,1,0,03-19
21942,欧洲,列支敦士登,7,0,0,0,03-19
21943,非洲,肯尼亚,7,0,0,0,03-19
21944,南美洲,法属圭亚那,7,0,0,0,03-19
21945,非洲,埃塞俄比亚,6,0,0,0,03-19
21946,非洲,坦桑尼亚,6,0,0,0,03-19
21947,北美洲,危地马拉,6,0,0,1,03-19
21948,北美洲,特立尼达和多巴哥,5,0,0,0,03-19
21949,欧洲,泽西岛,5,0,0,0,03-19
21950,北美洲,波多黎各,5,0,0,0,03-19
21951,亚洲,蒙古,4,0,0,0,03-19
21952,非洲,赤道几内亚,4,0,0,0,03-19
21953,非洲,塞舌尔,4,0,0,0,03-19
21954,南美洲,圭亚那,4,0,0,1,03-19
21955,非洲,加蓬,3,0,0,0,03-19
21956,欧洲,直布罗陀,3,0,0,0,03-19
21957,大洋洲,法属波利尼西亚,3,0,0,0,03-19
21958,非洲,刚果（布）,3,0,0,0,03-19
21959,北美洲,圣巴泰勒米岛,3,0,0,0,03-19
21960,北美洲,库拉索岛,3,0,0,0,03-19
21961,大洋洲,关岛,3,0,0,0,03-19
21962,亚洲,吉尔吉斯斯坦,3,0,0,0,03-19
21963,北美洲,圣马丁岛,2,0,0,0,03-19
21964,非洲,纳米比亚,2,0,0,0,03-19
21965,南美洲,圣卢西亚,2,0,0,0,03-19
21966,非洲,利比里亚,2,0,0,0,03-19
21967,欧洲,黑山,2,0,0,0,03-19
21968,北美洲,美属维尔京群岛,2,0,0,0,03-19
21969,北美洲,阿鲁巴,2,0,0,0,03-19
21970,北美洲,巴巴多斯,2,0,0,0,03-19
21971,非洲,赞比亚共和国,2,0,0,0,03-19
21972,非洲,苏丹,2,0,0,1,03-19
21973,亚洲,不丹,1,0,0,0,03-19
21974,欧洲,梵蒂冈,1,0,0,0,03-19
21975,非洲,多哥,1,0,0,0,03-19
21976,欧洲,根西岛,1,0,0,0,03-19
21977,南美洲,苏里南,1,0,0,0,03-19
21978,北美洲,圣文森特和格林纳丁斯,1,0,0,0,03-19
21979,非洲,几内亚,1,0,0,0,03-19
21980,非洲,毛里塔尼亚,1,0,0,0,03-19
21981,非洲,斯威士兰,1,0,0,0,03-19
21982,北美洲,安提瓜和巴布达,1,0,0,0,03-19
21983,北美洲,巴哈马,1,0,0,0,03-19
21984,非洲,中非共和国,1,0,0,0,03-19
21985,非洲,马约特,1,0,0,0,03-19
21986,北美洲,格陵兰,1,0,0,0,03-19
21987,非洲,冈比亚,1,0,0,0,03-19
21988,非洲,贝宁,1,0,0,0,03-19
21989,非洲,索马里,1,0,0,0,03-19
21990,亚洲,尼泊尔,1,0,1,0,03-19
21991,北美洲,开曼群岛,1,0,0,1,03-19
22221,北美洲,尼加拉瓜,1,0,0,0,03-19
22222,北美洲,萨尔瓦多,1,0,0,0,03-19
22223,非洲,吉布提,1,0,0,0,03-19
22224,大洋洲,斐济,1,0,0,0,03-19
22365,非洲,毛里求斯,3,0,0,0,03-19
23424,欧洲,安道尔,40,0,1,0,03-18
23425,亚洲,日本,919,0,157,31,03-18
23426,亚洲,以色列,433,0,5,0,03-18
23427,亚洲,伊拉克,164,0,43,12,03-18
23428,欧洲,英国,2626,0,52,60,03-18
23429,非洲,布基纳法索,20,0,0,1,03-18
23430,欧洲,西班牙,13716,0,1081,598,03-18
23431,欧洲,德国,11312,0,135,26,03-18
23432,亚洲,伊朗,17361,0,5710,1135,03-18
23433,亚洲,韩国,8413,0,1540,84,03-18
23434,欧洲,比利时,1486,0,1,14,03-18
23435,欧洲,挪威,1452,0,0,3,03-18
23436,欧洲,奥地利,1332,0,6,3,03-18
23437,亚洲,马来西亚,790,0,60,2,03-18
23439,北美洲,加拿大,595,0,10,8,03-18
23440,大洋洲,澳大利亚,556,0,27,5,03-18
23442,南美洲,巴西,291,0,0,1,03-18
23443,欧洲,斯洛文尼亚,275,0,0,1,03-18
23444,亚洲,巴基斯坦,237,0,1,0,03-18
23445,欧洲,爱沙尼亚,225,0,0,0,03-18
23446,欧洲,波兰,238,0,13,3,03-18
23447,欧洲,罗马尼亚,217,0,3,0,03-18
23448,亚洲,新加坡,313,0,105,0,03-18
23449,亚洲,印度尼西亚,227,0,2,19,03-18
23450,欧洲,卢森堡,203,0,0,2,03-18
23451,南美洲,智利,201,0,0,0,03-18
23452,亚洲,菲律宾,202,0,1,14,03-18
23453,亚洲,泰国,212,0,41,1,03-18
23454,亚洲,巴林,256,0,88,1,03-18
23455,亚洲,沙特阿拉伯,171,0,6,0,03-18
23456,欧洲,俄罗斯,147,0,5,0,03-18
23457,亚洲,印度,151,0,14,3,03-18
23458,亚洲,科威特,142,0,12,0,03-18
23459,非洲,南非,116,0,0,0,03-18
23460,南美洲,厄瓜多尔,111,0,0,2,03-18
23461,北美洲,墨西哥,93,0,1,0,03-18
23462,北美洲,巴拿马,86,0,0,1,03-18
23463,欧洲,塞尔维亚,83,0,0,0,03-18
23464,亚洲,亚美尼亚,78,0,0,0,03-18
23465,南美洲,阿根廷,79,0,1,2,03-18
23466,欧洲,克罗地亚,69,0,0,0,03-18
23467,亚洲,文莱,68,0,0,0,03-18
23468,欧洲,匈牙利,58,0,2,1,03-18
23469,亚洲,越南,68,0,16,0,03-18
23470,非洲,阿尔及利亚,67,0,10,5,03-18
23471,南美洲,乌拉圭,50,0,0,0,03-18
23472,亚洲,斯里兰卡,50,0,1,0,03-18
23473,欧洲,拉脱维亚,49,0,0,0,03-18
23474,亚洲,塞浦路斯,49,0,0,0,03-18
23475,亚洲,约旦,49,0,1,0,03-18
23476,非洲,摩洛哥,49,0,1,2,03-18
23477,亚洲,格鲁吉亚,35,0,0,0,03-18
23478,亚洲,哈萨克斯坦,35,0,0,0,03-18
23479,亚洲,柬埔寨,35,0,1,0,03-18
23480,亚洲,阿塞拜疆,34,0,6,1,03-18
23481,大洋洲,新西兰,20,0,0,0,03-18
23482,亚洲,乌兹别克斯坦,15,0,0,0,03-18
23483,亚洲,孟加拉国,14,0,3,1,03-18
23484,非洲,卢旺达,8,0,0,0,03-18
23485,非洲,尼日利亚,8,0,1,0,03-18
23486,非洲,刚果（金）,7,0,0,0,03-18
23487,非洲,肯尼亚,7,0,0,0,03-18
23488,非洲,加蓬,3,0,0,0,03-18
23489,非洲,赤道几内亚,3,0,0,0,03-18
23490,非洲,坦桑尼亚,3,0,0,0,03-18
23491,大洋洲,关岛,3,0,0,0,03-18
23492,亚洲,吉尔吉斯斯坦,3,0,0,0,03-18
23493,北美洲,阿鲁巴,2,0,0,0,03-18
23494,北美洲,巴巴多斯,2,0,0,0,03-18
23495,非洲,赞比亚共和国,2,0,0,0,03-18
23685,欧洲,意大利,31506,0,2941,2503,03-18
23689,欧洲,法国,7730,0,602,175,03-18
23691,北美洲,美国,6420,0,74,108,03-18
23692,欧洲,瑞士,2269,0,3,19,03-18
23694,欧洲,荷兰,1705,0,0,43,03-18
23697,欧洲,瑞典,1191,0,1,8,03-18
23699,欧洲,丹麦,977,0,1,4,03-18
23704,欧洲,葡萄牙,448,0,3,1,03-18
23705,亚洲,卡塔尔,439,0,0,0,03-18
23706,欧洲,捷克,434,0,3,0,03-18
23707,欧洲,希腊,387,0,0,5,03-18
23709,欧洲,芬兰,319,0,1,0,03-18
23710,欧洲,爱尔兰,292,0,0,2,03-18
23713,其他,钻石公主号邮轮,712,0,458,7,03-18
23714,欧洲,冰岛,220,0,0,0,03-18
23720,非洲,埃及,196,0,26,4,03-18
23730,南美洲,秘鲁,117,0,0,0,03-18
23731,亚洲,黎巴嫩,120,0,1,3,03-18
23734,亚洲,土耳其,98,0,0,1,03-18
23735,欧洲,斯洛伐克,97,0,0,0,03-18
23736,欧洲,圣马力诺,102,0,2,9,03-18
23737,亚洲,阿联酋,113,0,26,0,03-18
23739,欧洲,保加利亚,81,0,0,2,03-18
23746,南美洲,哥伦比亚,57,0,0,0,03-18
23749,欧洲,阿尔巴尼亚,55,0,0,1,03-18
23751,北美洲,哥斯达黎加,50,0,0,0,03-18
23753,欧洲,法罗群岛,47,0,0,0,03-18
23756,亚洲,巴勒斯坦,41,0,0,0,03-18
23760,欧洲,白俄罗斯,36,0,3,0,03-18
23763,南美洲,委内瑞拉,33,0,0,0,03-18
23765,欧洲,北马其顿,31,0,0,0,03-18
23766,欧洲,马耳他,30,0,0,0,03-18
23767,欧洲,摩尔多瓦,30,0,0,0,03-18
23768,非洲,塞内加尔,31,0,2,0,03-18
23770,欧洲,波黑,24,0,0,0,03-18
23772,亚洲,阿富汗,22,0,0,0,03-18
23773,欧洲,立陶宛,22,0,0,0,03-18
23774,亚洲,阿曼,33,0,12,0,03-18
23776,北美洲,多米尼加,21,0,0,1,03-18
23777,非洲,突尼斯,20,0,0,0,03-18
23779,北美洲,瓜德罗普岛,18,0,0,0,03-18
23780,北美洲,马提尼克,16,0,0,0,03-18
23782,亚洲,马尔代夫,13,0,0,0,03-18
23783,欧洲,乌克兰,14,0,0,2,03-18
23785,南美洲,玻利维亚,11,0,0,0,03-18
23786,非洲,喀麦隆,10,0,0,0,03-18
23787,北美洲,牙买加,10,0,0,0,03-18
23789,欧洲,摩纳哥,9,0,0,0,03-18
23790,南美洲,巴拉圭,9,0,0,0,03-18
23791,非洲,留尼旺,9,0,0,0,03-18
23793,北美洲,洪都拉斯,8,0,0,0,03-18
23794,欧洲,列支敦士登,7,0,0,0,03-18
23795,非洲,加纳,7,0,0,0,03-18
23796,南美洲,法属圭亚那,7,0,0,0,03-18
23798,非洲,埃塞俄比亚,6,0,0,0,03-18
23799,非洲,科特迪瓦,6,0,1,0,03-18
23800,北美洲,古巴,5,0,0,0,03-18
23801,北美洲,特立尼达和多巴哥,5,0,0,0,03-18
23802,亚洲,蒙古,4,0,0,0,03-18
23804,非洲,塞舌尔,4,0,0,0,03-18
23805,南美洲,圭亚那,4,0,0,1,03-18
23808,北美洲,圣巴泰勒米,3,0,0,0,03-18
23809,欧洲,直布罗陀,3,0,0,0,03-18
23810,大洋洲,法属波利尼西亚,3,0,0,0,03-18
23811,北美洲,波多黎各,3,0,0,0,03-18
23812,北美洲,圣巴泰勒米岛,3,0,0,0,03-18
23813,北美洲,库拉索岛,3,0,0,0,03-18
23815,北美洲,圣马丁岛,2,0,0,0,03-18
23816,欧洲,泽西岛,2,0,0,0,03-18
23817,非洲,纳米比亚,2,0,0,0,03-18
23818,南美洲,圣卢西亚,2,0,0,0,03-18
23819,非洲,利比里亚,2,0,0,0,03-18
23820,欧洲,黑山,2,0,0,0,03-18
23821,北美洲,美属维尔京群岛,2,0,0,0,03-18
23823,北美洲,危地马拉,2,0,0,1,03-18
23824,非洲,苏丹,2,0,0,1,03-18
23825,亚洲,不丹,1,0,0,0,03-18
23826,欧洲,梵蒂冈,1,0,0,0,03-18
23827,非洲,多哥,1,0,0,0,03-18
23829,欧洲,根西岛,1,0,0,0,03-18
23830,南美洲,苏里南,1,0,0,0,03-18
23831,北美洲,圣文森特和格林纳丁斯,1,0,0,0,03-18
23833,非洲,几内亚,1,0,0,0,03-18
23834,非洲,毛里塔尼亚,1,0,0,0,03-18
23835,非洲,斯威士兰,1,0,0,0,03-18
23836,北美洲,安提瓜和巴布达,1,0,0,0,03-18
23837,北美洲,巴哈马,1,0,0,0,03-18
23838,非洲,中非共和国,1,0,0,0,03-18
23839,非洲,刚果（布）,1,0,0,0,03-18
23840,非洲,马约特,1,0,0,0,03-18
23841,北美洲,格陵兰,1,0,0,0,03-18
23843,非洲,冈比亚,1,0,0,0,03-18
23844,非洲,贝宁,1,0,0,0,03-18
23845,非洲,索马里,1,0,0,0,03-18
23846,亚洲,尼泊尔,1,0,1,0,03-18
23847,北美洲,开曼群岛,1,0,0,1,03-18
24891,欧洲,意大利,29022,0,2749,2158,03-17
24892,欧洲,葡萄牙,448,0,3,1,03-17
24893,欧洲,英国,1950,0,18,56,03-17
24895,亚洲,斯里兰卡,44,0,1,0,03-17
24896,亚洲,伊朗,16169,0,5389,988,03-17
24897,欧洲,西班牙,11178,0,1028,491,03-17
24898,欧洲,德国,7840,0,135,17,03-17
24899,亚洲,韩国,8320,0,1401,81,03-17
24900,北美洲,美国,4661,0,48,90,03-17
24901,欧洲,瑞士,2269,0,3,19,03-17
24902,欧洲,荷兰,1705,0,0,24,03-17
24904,欧洲,比利时,1243,0,1,5,03-17
24905,亚洲,日本,880,0,157,29,03-17
24906,亚洲,马来西亚,673,0,49,2,03-17
24907,北美洲,加拿大,436,0,4,4,03-17
24909,亚洲,巴基斯坦,212,0,1,0,03-17
24910,欧洲,波兰,205,0,13,3,03-17
24911,亚洲,菲律宾,187,0,1,14,03-17
24912,亚洲,印度尼西亚,172,0,2,4,03-17
24913,亚洲,新加坡,266,0,105,0,03-17
24914,亚洲,巴林,237,0,81,1,03-17
24915,亚洲,印度,137,0,3,3,03-17
24916,亚洲,黎巴嫩,120,0,1,3,03-17
24917,亚洲,伊拉克,154,0,41,11,03-17
24918,欧洲,圣马力诺,98,0,2,7,03-17
24919,北美洲,墨西哥,82,0,1,0,03-17
24920,欧洲,塞尔维亚,65,0,0,0,03-17
24921,亚洲,亚美尼亚,64,0,0,0,03-17
24922,南美洲,阿根廷,65,0,1,2,03-17
24923,南美洲,厄瓜多尔,58,0,0,2,03-17
24924,亚洲,文莱,56,0,0,0,03-17
24925,亚洲,越南,66,0,16,0,03-17
24926,欧洲,匈牙利,50,0,1,1,03-17
24927,非洲,摩洛哥,38,0,1,2,03-17
24928,亚洲,哈萨克斯坦,32,0,0,0,03-17
24929,亚洲,阿塞拜疆,28,0,6,1,03-17
24930,亚洲,阿曼,24,0,12,0,03-17
24931,大洋洲,新西兰,11,0,0,0,03-17
24932,非洲,喀麦隆,10,0,0,0,03-17
24933,非洲,科特迪瓦,6,0,1,0,03-17
24934,非洲,肯尼亚,4,0,0,0,03-17
24935,非洲,尼日利亚,3,0,0,0,03-17
24936,非洲,利比里亚,2,0,0,0,03-17
24956,大洋洲,澳大利亚,449,0,27,5,03-17
24957,欧洲,希腊,352,0,0,4,03-17
24958,亚洲,以色列,304,0,5,0,03-17
24965,亚洲,泰国,177,0,41,1,03-17
24967,亚洲,科威特,130,0,12,0,03-17
24977,亚洲,巴勒斯坦,38,0,0,0,03-17
24979,亚洲,约旦,34,0,1,0,03-17
24981,南美洲,乌拉圭,29,0,0,0,03-17
24983,欧洲,马耳他,21,0,0,0,03-17
24984,北美洲,多米尼加,21,0,0,1,03-17
24985,北美洲,马提尼克,15,0,0,0,03-17
24987,亚洲,柬埔寨,12,0,1,0,03-17
24989,南美洲,玻利维亚,11,0,0,0,03-17
24990,欧洲,法罗群岛,11,0,0,0,03-17
24992,北美洲,牙买加,10,0,0,0,03-17
24993,亚洲,乌兹别克斯坦,10,0,0,0,03-17
24994,欧洲,摩纳哥,9,0,0,0,03-17
24995,非洲,留尼旺,9,0,0,0,03-17
24996,欧洲,列支敦士登,7,0,0,0,03-17
24997,南美洲,法属圭亚那,7,0,0,0,03-17
24998,非洲,卢旺达,7,0,0,0,03-17
24999,北美洲,瓜德罗普岛,6,0,0,0,03-17
25001,非洲,塞舌尔,4,0,0,0,03-17
25003,大洋洲,法属波利尼西亚,3,0,0,0,03-17
25004,北美洲,波多黎各,3,0,0,0,03-17
25005,北美洲,圣巴泰勒米岛,3,0,0,0,03-17
25006,北美洲,特立尼达和多巴哥,2,0,0,0,03-17
25007,欧洲,泽西岛,2,0,0,0,03-17
25008,北美洲,库拉索岛,2,0,0,0,03-17
25010,北美洲,危地马拉,2,0,0,1,03-17
25011,非洲,加蓬,1,0,0,0,03-17
25012,欧洲,根西岛,1,0,0,0,03-17
25013,南美洲,苏里南,1,0,0,0,03-17
25014,非洲,中非共和国,1,0,0,0,03-17
25015,非洲,刚果（布）,1,0,0,0,03-17
25016,非洲,马约特,1,0,0,0,03-17
25017,南美洲,圣卢西亚,1,0,0,0,03-17
25018,北美洲,开曼群岛,1,0,0,1,03-17
25066,欧洲,法国,6633,0,36,148,03-17
25071,欧洲,挪威,1331,0,0,3,03-17
25072,欧洲,瑞典,1119,0,0,7,03-17
25074,欧洲,奥地利,1016,0,6,3,03-17
25075,欧洲,丹麦,914,0,1,4,03-17
25078,亚洲,卡塔尔,439,0,0,0,03-17
25082,欧洲,捷克,344,0,3,0,03-17
25084,欧洲,芬兰,272,0,1,0,03-17
25085,欧洲,斯洛文尼亚,253,0,0,1,03-17
25086,其他,钻石公主号邮轮,712,0,458,7,03-17
25088,南美洲,巴西,234,0,0,0,03-17
25089,欧洲,爱尔兰,223,0,0,2,03-17
25090,欧洲,爱沙尼亚,205,0,0,0,03-17
25092,欧洲,冰岛,180,0,0,0,03-17
25094,南美洲,智利,156,0,0,0,03-17
25095,欧洲,罗马尼亚,158,0,3,0,03-17
25098,非洲,埃及,166,0,26,2,03-17
25102,亚洲,沙特阿拉伯,133,0,6,0,03-17
25108,欧洲,俄罗斯,93,0,3,0,03-17
25109,欧洲,卢森堡,81,0,0,1,03-17
25110,亚洲,阿联酋,98,0,23,0,03-17
25111,欧洲,斯洛伐克,72,0,0,0,03-17
25112,南美洲,秘鲁,71,0,0,0,03-17
25113,北美洲,巴拿马,69,0,0,1,03-17
25114,非洲,南非,62,0,0,0,03-17
25115,欧洲,克罗地亚,57,0,0,0,03-17
25117,南美洲,哥伦比亚,57,0,0,0,03-17
25121,欧洲,保加利亚,51,0,0,2,03-17
25122,亚洲,土耳其,47,0,0,0,03-17
25123,非洲,阿尔及利亚,60,0,10,4,03-17
25126,欧洲,阿尔巴尼亚,42,0,0,1,03-17
25127,北美洲,哥斯达黎加,41,0,0,0,03-17
25132,欧洲,拉脱维亚,34,0,0,0,03-17
25133,欧洲,白俄罗斯,36,0,3,0,03-17
25135,欧洲,格鲁吉亚,33,0,0,0,03-17
25136,亚洲,塞浦路斯,33,0,0,0,03-17
25137,南美洲,委内瑞拉,33,0,0,0,03-17
25141,非洲,塞内加尔,27,0,2,0,03-17
25142,欧洲,波黑,24,0,0,0,03-17
25143,欧洲,摩尔多瓦,23,0,0,0,03-17
25144,亚洲,阿富汗,22,0,0,0,03-17
25147,非洲,突尼斯,20,0,0,0,03-17
25149,欧洲,北马其顿,18,0,0,0,03-17
25150,欧洲,立陶宛,17,0,0,0,03-17
25151,非洲,布基纳法索,15,0,0,0,03-17
25153,欧洲,安道尔,15,0,1,0,03-17
25154,亚洲,马尔代夫,13,0,0,0,03-17
25162,南美洲,巴拉圭,9,0,0,0,03-17
25165,亚洲,孟加拉国,8,0,0,0,03-17
25170,非洲,加纳,6,0,0,0,03-17
25172,欧洲,乌克兰,7,0,0,2,03-17
25174,非洲,埃塞俄比亚,5,0,0,0,03-17
25175,北美洲,古巴,4,0,0,0,03-17
25177,南美洲,圭亚那,4,0,0,1,03-17
25178,非洲,刚果（金）,3,0,0,0,03-17
25184,北美洲,洪都拉斯,2,0,0,0,03-17
25186,北美洲,圣马丁岛,2,0,0,0,03-17
25188,非洲,纳米比亚,2,0,0,0,03-17
25191,亚洲,不丹,1,0,0,0,03-17
25192,欧洲,梵蒂冈,1,0,0,0,03-17
25193,非洲,多哥,1,0,0,0,03-17
25194,亚洲,蒙古,1,0,0,0,03-17
25196,北美洲,圣巴泰勒米,1,0,0,0,03-17
25197,欧洲,直布罗陀,1,0,0,0,03-17
25200,北美洲,圣文森特和格林纳丁斯,1,0,0,0,03-17
25201,非洲,赤道几内亚,1,0,0,0,03-17
25202,非洲,几内亚,1,0,0,0,03-17
25203,非洲,毛里塔尼亚,1,0,0,0,03-17
25204,非洲,斯威士兰,1,0,0,0,03-17
25205,北美洲,安提瓜和巴布达,1,0,0,0,03-17
25206,北美洲,巴哈马,1,0,0,0,03-17
25210,北美洲,格陵兰,1,0,0,0,03-17
25211,非洲,坦桑尼亚,1,0,0,0,03-17
25213,亚洲,尼泊尔,1,0,1,0,03-17
25214,非洲,苏丹,1,0,0,1,03-17
25623,非洲,留尼汪,6,0,0,0,03-17
26609,欧洲,意大利,24938,0,2335,1809,03-16
26610,亚洲,伊朗,14991,0,4996,853,03-16
26611,欧洲,西班牙,9191,0,571,309,03-16
26612,欧洲,德国,6671,0,14,13,03-16
26613,欧洲,英国,1543,0,18,35,03-16
26614,欧洲,卢森堡,77,0,0,1,03-16
26615,亚洲,柬埔寨,7,0,1,0,03-16
26616,非洲,留尼汪,6,0,0,0,03-16
26617,欧洲,列支敦士登,4,0,0,0,03-16
26618,非洲,肯尼亚,3,0,0,0,03-16
26619,北美洲,波多黎各,3,0,0,0,03-16
26620,北美洲,瓜德罗普岛,3,0,0,0,03-16
26621,非洲,加蓬,1,0,0,0,03-16
26622,非洲,中非共和国,1,0,0,0,03-16
26623,北美洲,开曼群岛,1,0,0,0,03-16
26624,非洲,马约特,1,0,0,0,03-16
26625,北美洲,格陵兰,1,0,0,0,03-16
26639,北美洲,美国,3700,0,10,66,03-16
26640,亚洲,日本,818,0,157,24,03-16
26641,亚洲,马来西亚,428,0,42,0,03-16
26642,欧洲,捷克,298,0,0,0,03-16
26643,大洋洲,澳大利亚,298,0,27,5,03-16
26644,其他,钻石公主号邮轮,712,0,458,7,03-16
26645,欧洲,波兰,125,0,13,3,03-16
26647,北美洲,哥斯达黎加,35,0,0,0,03-16
26672,亚洲,韩国,8236,0,1137,75,03-16
26675,欧洲,法国,5423,0,36,127,03-16
26677,欧洲,瑞士,1563,0,3,13,03-16
26679,欧洲,荷兰,1135,0,0,20,03-16
26680,欧洲,挪威,1077,0,0,3,03-16
26681,欧洲,瑞典,1023,0,0,8,03-16
26682,欧洲,比利时,886,0,1,3,03-16
26683,欧洲,丹麦,864,0,1,3,03-16
26684,欧洲,奥地利,860,0,6,1,03-16
26686,亚洲,卡塔尔,401,0,0,0,03-16
26688,北美洲,加拿大,343,0,4,1,03-16
26689,欧洲,希腊,331,0,0,3,03-16
26693,欧洲,葡萄牙,245,0,0,0,03-16
26694,欧洲,芬兰,243,0,1,0,03-16
26695,欧洲,斯洛文尼亚,219,0,0,0,03-16
26696,亚洲,以色列,213,0,2,0,03-16
26697,南美洲,巴西,200,0,0,0,03-16
26698,欧洲,冰岛,177,0,0,0,03-16
26699,欧洲,爱沙尼亚,171,0,0,0,03-16
26700,欧洲,爱尔兰,169,0,0,2,03-16
26701,亚洲,巴林,214,0,60,0,03-16
26702,亚洲,菲律宾,140,0,1,11,03-16
26703,亚洲,新加坡,226,0,105,0,03-16
26704,欧洲,罗马尼亚,123,0,3,0,03-16
26705,亚洲,印度尼西亚,117,0,2,2,03-16
26707,亚洲,科威特,112,0,5,0,03-16
26708,亚洲,印度,110,0,3,2,03-16
26709,亚洲,沙特阿拉伯,103,0,1,0,03-16
26710,非洲,埃及,126,0,26,2,03-16
26711,亚洲,黎巴嫩,100,0,1,3,03-16
26712,亚洲,伊拉克,124,0,24,9,03-16
26713,欧洲,圣马力诺,98,0,2,5,03-16
26714,亚洲,泰国,114,0,35,1,03-16
26715,亚洲,阿联酋,98,0,23,0,03-16
26716,南美洲,智利,75,0,0,0,03-16
26717,南美洲,秘鲁,71,0,0,0,03-16
26718,欧洲,斯洛伐克,61,0,0,0,03-16
26719,欧洲,俄罗斯,63,0,3,0,03-16
26721,北美洲,巴拿马,55,0,0,1,03-16
26722,南美洲,阿根廷,56,0,1,2,03-16
26723,亚洲,巴基斯坦,53,0,1,0,03-16
26724,北美洲,墨西哥,53,0,1,0,03-16
26725,非洲,南非,51,0,0,0,03-16
26726,亚洲,文莱,50,0,0,0,03-16
26727,欧洲,保加利亚,51,0,0,2,03-16
26728,欧洲,塞尔维亚,48,0,0,0,03-16
26729,欧洲,克罗地亚,46,0,0,0,03-16
26730,南美洲,哥伦比亚,45,0,0,0,03-16
26731,亚洲,越南,57,0,16,0,03-16
26732,非洲,阿尔及利亚,54,0,10,3,03-16
26733,欧洲,阿尔巴尼亚,42,0,0,1,03-16
26734,亚洲,巴勒斯坦,35,0,0,0,03-16
26736,欧洲,格鲁吉亚,33,0,0,0,03-16
26737,欧洲,拉脱维亚,30,0,0,0,03-16
26738,欧洲,匈牙利,32,0,1,1,03-16
26739,亚洲,亚美尼亚,26,0,0,0,03-16
26740,欧洲,白俄罗斯,27,0,3,0,03-16
26741,欧洲,波黑,24,0,0,0,03-16
26742,欧洲,摩尔多瓦,23,0,0,0,03-16
26743,南美洲,厄瓜多尔,23,0,0,1,03-16
26744,非洲,塞内加尔,24,0,2,0,03-16
26745,亚洲,塞浦路斯,21,0,0,0,03-16
26746,非洲,突尼斯,20,0,0,0,03-16
26747,亚洲,斯里兰卡,19,0,1,0,03-16
26748,欧洲,北马其顿,18,0,0,0,03-16
26749,欧洲,马耳他,18,0,0,0,03-16
26750,亚洲,土耳其,18,0,0,0,03-16
26751,亚洲,阿富汗,16,0,0,0,03-16
26752,亚洲,阿塞拜疆,23,0,6,1,03-16
26753,非洲,摩洛哥,16,0,0,2,03-16
26754,亚洲,阿曼,22,0,9,0,03-16
26755,亚洲,马尔代夫,13,0,0,0,03-16
26756,欧洲,立陶宛,12,0,0,0,03-16
26757,亚洲,约旦,13,0,1,0,03-16
26758,南美洲,委内瑞拉,10,0,0,0,03-16
26759,大洋洲,新西兰,8,0,0,0,03-16
26760,亚洲,哈萨克斯坦,8,0,0,0,03-16
26761,南美洲,巴拉圭,6,0,0,0,03-16
26762,非洲,加纳,6,0,0,0,03-16
26763,南美洲,乌拉圭,6,0,0,0,03-16
26764,亚洲,孟加拉国,5,0,0,0,03-16
26765,南美洲,法属圭亚那,5,0,0,0,03-16
26766,非洲,卢旺达,5,0,0,0,03-16
26768,非洲,喀麦隆,4,0,0,0,03-16
26769,非洲,科特迪瓦,4,0,0,0,03-16
26770,北美洲,古巴,4,0,0,0,03-16
26771,非洲,埃塞俄比亚,4,0,0,0,03-16
26772,欧洲,摩纳哥,3,0,0,0,03-16
26773,欧洲,乌克兰,3,0,0,0,03-16
26774,非洲,刚果（金）,3,0,0,0,03-16
26775,南美洲,圭亚那,4,0,0,1,03-16
26777,北美洲,马提尼克,3,0,0,0,03-16
26779,非洲,尼日利亚,2,0,0,0,03-16
