,分行名称,纬度,经度,星期一至星期五,星期六,星期日和公眾假期,电话,传真,地址,是否有ATM,是否有柜台
255,"
          Sau Mau Ping (South) Estate
        ","
22.315313
","
114.234866
",,,,,,"ATM at Open Space Outside Estate Management Office, G/F., Sau Sin House, Sau Mau Ping (South) Estate ",没有,没有
256,"
          Lok Wah (North) Estate
        ","
22.321833
","
114.219908
",,,,,,"ATM No.3, Third Floor, Multi-Storey Commercial/Car Park Accommodation (also known as Lok Wah (North) Shopping Centre), Lok Wah South and North Estate, No.70 Chun Wah Road, Ngau Tau Kok, Kowloon. ",没有,没有
257,"
          Kai Yip Commercial Centre
        ","
22.328840
","
114.209794
",,,,,,"ATM No.2 at G/F, Kai Yin House, Kai Yip Commercial Centre, Kwun Tong Road, Kowloon ",没有,没有
258,"
          United Christian Hospital
        ","
22.322202
","
114.227656
",,,,,,"G/F, Block S, United Christian Hospital, 130 Hip Wo Street, Kwun Tong, Kowloon ",没有,没有
259,"
          KMB Kowloon Bay Depot
        ","
22.323692
","
114.206964
",,,,,,"G/F. KMB Kowloon Bay Depot, No.1 Lam Wah Street , Kowloon Bay ",没有,没有
260,"
          On Tat Shopping Centre
        ","
22.320997
","
114.234049
",,,,,,"Shop LG 15, Anderson Road, On Tat Shopping Centre, Kwun Tong, Kowloon ",没有,没有
261,"
          On Tai Estate Banking Services Centre
        ","
22.326818
","
114.230332
",星期一至星期五:  13:00 – 17:00 (Tue & Thur),星期六:  Closed,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop No.106, UG/F, On Tai Shopping Centre, On Tai Estate, Kwun Tong, Kowloon ",有,有
262,"
          Lei Yue Mun Estate
        ","
22.294661
","
114.240097
",,,,,,"Site at Space next to Lift No. 2, 1/F, Lift Tower of Phase I, Lei Yue Mun Estate.  ",没有,没有
263,"
          Shun Lee Estate
        ","
22.331055
","
114.226133
",,,,,,"ATM No. 4, /F, Shopping Centre 1, Shun Lee Estate, 15 Lee On Road, Kowloon, H.K ",没有,没有
264,"
          Lam Tin Estate
        ","
22.310890
","
114.235985
",,,,,,"Site at Open space, G/F, Lam Bik House, Lam Tin Estate ",没有,没有
265,"
          Kwong Tin Estate
        ","
22.303032
","
114.239967
",,,,,,"ATM No.3,  1/F, Commercial/Car Park Block (also known as  Kwong Ting Shopping Centre), Kwong Tin Estate, 168 Pik Wan Road, Lam Tin, Kowloon, H.K. ",没有,没有
266,"
          Choi Ha Estate
        ","
22.326358
","
114.217451
",,,,,,"Portion of Podium Level/Floor, Carpark Block, Choi Ha Estate, 18 Choi Ha Road, Kowloon. ",没有,没有
267,"
          Hong Kong Children's Hospital
        ","
22.315819
","
114.208831
",,,,,,"G/F, Tower B, Hong Kong Children's Hospital, 1 Shing Cheong Road, Kowloon Bay, KLN., HK  ",没有,没有
268,"
          Rambler Plaza
        ","
22.343678
","
114.109823
",,,,,,"Next to Shop 18 on Level 1, Rambler Plaza, Tsing Yi, New Territories ",没有,没有
269,"
          Kwai Chung Road Branch
        ","
22.3682492
","
114.1338268
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"1009 Kwai Chung Road, Kwai Chung, New Territories ",有,有
270,"
          Sheung Kwai Chung Branch
        ","
22.368389
","
114.1395255
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"7-11 Shek Yi Road, Sheung Kwai Chung, New Territories ",有,有
271,"
          Ha Kwai Chung Branch
        ","
22.3592102
","
114.1277388
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"192-194 Hing Fong Road, Kwai Chung, New Territories ",有,有
272,"
          Cheung Hong Estate Commercial Centre Branch
        ","
22.348817
","
114.105992
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop 102, G/F Commercial Centre No.1, Cheung Hong Estate, 12 Ching Hong Road, Tsing Yi, New Territories ",有,有
273,"
          Kwai Chung Plaza Branch
        ","
22.3583576
","
114.1280579
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"A18-20, G/F Kwai Chung Plaza, 7-11 Kwai Foo Road, Kwai Chung, NT ",有,有
274,"
          Cheung Fat Estate Branch
        ","
22.362473
","
114.103329
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop No. 114D, G/F, Cheung Fat Plaza, Cheung Fat Estate, Tsing Yi, New Territories ",有,有
275,"
          Metroplaza Branch
        ","
22.357828
","
114.126907
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop 260-265, Metroplaza, 223 Hing Fong Road, Kwai Chung, New Territories ",有,有
276,"
          Kwai Cheong Road Branch
        ","
22.3643975
","
114.1326785
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"40 Kwai Cheong Road, Kwai Chung, New Territories ",有,有
277,"
          Greenfield Garden ATM Services
        ","
22.352397736367983
","
114.1083812713623
",,,,,,"G/F, Greenfield Garden, Commercial Centre at Phase 2, Tsing Yi, New Territories ",没有,没有
278,"
          Hutchison Logistics Centre ATM Services
        ","
22.340628921842708
","
114.12443161010742
",,,,,,"Hutchison Logistics Centre, Warehouse Pedestrian Entrance on M1/F, Kwai Chung, NT ",没有,没有
279,"
          Cho Yiu Chuen
        ","
22.345583158173476
","
114.1285702586174
",,,,,,"1/F, Block A, Cho Yiu Chuen, Kwai Chung, NT ",没有,没有
280,"
          Maritime Square Branch
        ","
22.358476
","
114.106812
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"  Shop 115, Maritime Square, Tsing Yi Island, New Territories",有,有
281,"
          MTR Kwai Hing Station
        ","
22.363279
","
114.1312033
",,,,,,MTR Kwai Hing Station ,没有,没有
282,"
          MTR Kwai Fong Station
        ","
22.357013
","
114.1279571
",,,,,,MTR Kwai Fong Station ,没有,没有
283,"
          MTR Lai King Station
        ","
22.3483934
","
114.1261843
",,,,,,MTR Lai King Station ,没有,没有
284,"
          MTR Tai Wo Hau Station
        ","
22.3709389
","
114.1249245
",,,,,,MTR Tai Wo Hau Station ,没有,没有
285,"
          MTR Tsing Yi Station
        ","
22.3585318
","
114.1069773
",,,,,,MTR Tsing Yi Station ,没有,没有
286,"
          Kwai Fong Shopping Centre ATM Services
        ","
22.357963
","
114.129794
",,,,,,"1/F, Kwai Fong Shopping Centre, Kwai Fong Estate, Kwai Chung, NT ",没有,没有
287,"
          Nob Hill Square
        ","
22.341838
","
114.137660
",,,,,,"Shop No. 206,Second Floor, Nob Hill Square, No. 8 King Lai Path, Kwai Chung, New Territories ",没有,没有
288,"
          Kwai Chung Shopping Centre
        ","
22.367554
","
114.127747
",,,,,,"ATM at open space facing Shop 101, Kwai Chung Shopping Centre ",没有,没有
289,"
          Shek Yam Shopping Centre
        ","
22.371545
","
114.138590
",,,,,,"ATM No.1 at Open Space Opposite to Shop No.114, LG1, Multi-storey Commercial /Car Park Accommodation(also known as Shek Yam Shopping Centre), Shek Yam Estate, 120 Lei Muk Road, Kwai Chung, New Territories. ",没有,没有
290,"
          New Territories Commercial Centre II
        ","
22.3579134
","
114.12667120000003
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,,,"  Unit 1316-1325, 13/F, Metroplaza Tower 1, 223 Hing Fong Road, Kwai Chung, N.T.",没有,没有
291,"
          Kerry Logistics ATM Services
        ","
22.3633509
","
114.1209574
",,,,,,"Outside P1 Lift Lobby, Kerry Cargo Centre, 55 Wing Kei Road, Kwai Chung, HK ",没有,没有
292,"
          Asia Logistics Hub - S.F.Centre
        ","
22.3344701
","
114.1114093
",,,,,,"9/F, Asia Logistics Hub - S.F.Centre, 36. Tsing Yi  Hong Wan Road, Tsing Yi, N.T. ",没有,没有
293,"
          Kwai Chung Hospital 
        ","
22.343399
","
114.133432
",,,,,,"1/F, Block LM, Kwai Chung Hospital, 3-15 Kwai Chung Hospital Road, New Territories  ",没有,没有
294,"
          Cheung Hong Estate
        ","
22.349830
","
114.098684
",,,,,,"Shop No.202, 2/F, Cheung Hong Shopping Centre No.2, Cheung Hong Estate, 12 Ching Hong Road, Tsing Yi, New Territories ",没有,没有
295,"
          Kwai Shing East Shopping Centre
        ","
22.364089
","
114.127071
",,,,,,"ATM no.3 at open space near shop 132, 1/F Kwai Shing East Shopping Centre, Kwai Chung, New Territories ",没有,没有
296,"
          Maritime Square Wealth Management Centre
        ","
22.359341
","
114.108205
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"  Shop 309A-B, Level 3, Maritime Square, Tsing Yi, New Territories",有,有
297,"
          Tai Wo Hau Shopping Centre
        ","
22.368318
","
114.123764
",,,,,,"ATM Space No.1 ,Second Floor, Tai Wo Hau Shopping Centre, No.15 Tai Wo Hau Road, Kwai Chung, N.T. ",没有,没有
298,"
          Lei Muk Shue Branch
        ","
22.37828
","
114.136252
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop 22, Lei Muk Shue Shopping Centre, Tsuen Wan, New Territories ",有,没有
299,"
          Tsuen Wan Branch
        ","
22.3692165
","
114.1176854
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"297-299 Sha Tsui Road, Tsuen Wan, New Territories ",有,有
300,"
          Texaco Road Branch
        ","
22.3684658
","
114.1222013
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop A112,  East Asia Gardens, 36 Texaco Road, Tsuen Wan, NT ",有,有
301,"
          Sham Tseng Branch
        ","
22.3677526
","
114.0606357
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop G1 & G2, Rhine Garden, Sham Tseng, New Territories ",有,有
302,"
          Clague Garden Branch
        ","
22.3702519
","
114.1111231
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop 1-3, Commercial Complex, Clague Gdn Est, 24 Hoi Shing Rd, Tsuen Wan, NT ",有,有
303,"
          Citywalk Branch
        ","
22.37031511271987
","
114.11455437541008
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop 65 & 67-69, G/F, Citywalk, 1 Yeung Uk Road, Tsuen Wan, New Territories ",有,有
304,"
          Castle Peak Road (Tsuen Wan) Branch
        ","
22.372516410313647
","
114.11761812865734
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"G/F-1/F, Sin Ching Building, 201-207 Castle Peak Road (Tsuen Wan), Tsuen Wan, New Territories ",有,有
305,"
          Castle Peak Road (Tsuen Wan) Wealth Management Centre
        ","
22.371696
","
114.118722
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"  Shop 1, G/F, Cheong Yiu Mansion, 167 Castle Peak Road (Tsuen Wan),Tsuen Wan, New Territories",有,有
306,"
          Hong Kong Adventist Hospital-Tsuen Wan
        ","
22.376485
","
114.103961
",,,,,,"Ground Floor, Main Tower, Hong Kong Adventist Hospital-Tsuen Wan, No. 199 Tsuen King Circuit, Tsuen Wan, New Territories ",没有,没有
307,"
          MTR Tsuen Wan Station
        ","
22.3736528
","
114.1178631
",,,,,,MTR Tsuen Wan Station ,没有,没有
308,"
          West Rail Tsuen Wan West Station
        ","
22.3687467
","
114.109761
",,,,,,West Rail Tsuen Wan West Station ,没有,没有
309,"
          Luk Yeung Galleria
        ","
22.372795
","
114.119739
",,,,,,"Shop Unit G33, Luk Yeung Galleria, Tsuen Wan. ",没有,没有
310,"
          Riviera Gardens
        ","
22.363177
","
114.114413
",,,,,,"ATM at the common area beside Shop No.120, Podium A, Riviera Gardens, Tsuen Wan. ",没有,没有
311,"
          D∙PARK Automated Banking Centre
        ","
22.3754075
","
114.111817
",,,,,,"Shop 2033, D∙PARK, 398 Castle Peak Road, Tsuen Wan, New Territories ",没有,没有
312,"
          Yan Chai Hospital
        ","
22.369733
","
114.119618
",,,,,,"G/F, Block C, Yan Chai Hospital, 7-11 Yan Chai Street, Tsuen Wan, New Territories ",没有,没有
313,"
          Cheung Shan Estate
        ","
22.378594
","
114.130111
",,,,,,"ATM 2 at Open Space of 3/F, Cheung Shan Commercial Centre, Cheung Shan Estate. ",没有,没有
314,"
          New Territories South Regional Police Headquarters
        ","
22.371156202336785
","
114.12287988395086
",,,,,,"G/F, Operational Base, New Territories South Regional Police Headquarters, No.8 Shing Mun Road, Tsuen Wan, N.T.   ",没有,没有
315,"
          Kin Wing Street Branch
        ","
22.3965773
","
113.9696676
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"24-30 Kin Wing Street, Tuen Mun, New Territories ",有,有
316,"
          Tuen Mun Fa Yuen Branch
        ","
22.38915624
","
113.97885264
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop G & H, 6 Tsing Hoi Circuit, Tuen Mun, New Territories ",有,有
317,"
          Tuen Mun San Hui Branch
        ","
22.3981173
","
113.9752638
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"G13-G14 Eldo Court, Heung Sze Wui Road, Tuen Mun, New Territories ",有,有
318,"
          Venice Gardens Branch
        ","
22.4076974
","
113.9686237
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop13-15, G/F Venice Gardens, Leung Tak Street, Tuen Mun, NT ",有,有
319,"
          Butterfly Estate Branch
        ","
22.3748377
","
113.9627741
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop Nos. R156 - R164, Level 1, Butterfly Plaza, Tuen Mun, New Territories ",有,有
320,"
          Leung King Estate Branch
        ","
22.406358
","
113.962805
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop No. L221 and L222, Level 2, Leung King Plaza, Leung King Estate, 31 Tin King Road, Tuen Mun, New Territories ",有,有
321,"
          Tuen Mun Wealth Management Centre
        ","
22.393254
","
113.975940
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"  Shop 5, Level 1, North Wing, Trend Plaza, Tuen Mun,  New Territories",没有,没有
322,"
          Tuen Mun Town Plaza Branch
        ","
22.393804
","
113.976071
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop 2, Tuen Mun Town Plaza phase II, Tuen Mun, New Territories ",有,有
323,"
          Oceania Heights
        ","
22.383721
","
113.971423
",,,,,,"Shop No.11 on Ground Floor, Oceania Heights, No.2 Hoi Chu Road, Tuen Mun, New Territories ",没有,没有
324,"
          Shan King Shopping Centre
        ","
22.396663
","
113.965815
",,,,,,"ATM No.1, Ground Floor, Shan King Shopping Centre, Shan King Estate, No.1 Ming Kum Road, Tuen Mun, N.T. ",没有,没有
325,"
          Fu Tai Shopping Centre
        ","
22.413899
","
113.983378
",,,,,,"Shop 4, Ground Floor, Fu Tai Shopping Centre, 9 Tuen Kwai Road, Tuen Mun, New Territories ",没有,没有
326,"
          West Rail Siu Hong Station
        ","
22.4120875
","
113.9783114
",,,,,,West Rail Siu Hong Station ,没有,没有
327,"
          West Rail Tuen Mun Station
        ","
22.3939871
","
113.9724986
",,,,,,Shop No.TUM 21 at Tuen Mun Station (West Rail Line) (with Voice Navigation ATM Service) ,没有,没有
328,"
          Siu Hong Commercial Centre
        ","
22.412426
","
113.978032
",,,,,,"Shop 213, Siu Hong Commercial Centre, Siu Hong Court, Tuen Mun. ",没有,没有
329,"
          Tai Hing Shopping Centre
        ","
22.399414
","
113.971944
",,,,,,"ATM No.1 , Ground Floor, Commercial Block 1 Tai Hing Shopping Centre, Tai Hing Estate, Tuen Mun, New Territories. ",没有,没有
330,"
          Tuen Mun H.A.N.D.S
        ","
22.3876644
","
113.9751923
",,,,,,"ATM No.2 on the Ground Floor (also known as Level 1) of Commercial Centre (also known as Zone S, H.A.N.D.S.), Yau Oi Estate,Yau Oi Road, Tuen Mun, NT. ",没有,没有
331,"
          Tuen Mun Hospital (2/F)
        ","
22.410162
","
113.975861
",,,,,,"Lobby, 2/F Rehabilitation Block,Tuen Mun Hospital, 23 Tsing Chung Koon Road, Tuen Mun, New Territories ",没有,没有
332,"
          Castle Peak Hospital
        ","
22.409073
","
113.973001
",,,,,,"Room G31, G/F, Block C, Castle Peak Hospital, 15 Tsing Chung Koon Road, Tuen Mun, New Territories ",没有,没有
333,"
          Tuen Mun Hospital(Atrium)
        ","
22.407223
","
113.976148
",,,,,,"Atrium, Tuen Mun Hospital, 23 Tsing Chung Koon Road, Tuen Mun, New Territories ",没有,没有
334,"
          Sam Shing Estate
        ","
22.380725
","
113.978288
",,,,,,"ATM No. 2, F2 Floor, Commercial/Car Park Block, Sam Shing Estate, No. 6 Sam Shing Street, Tuen Mun, New Territories, Hong Kong ",没有,没有
335,"
          Lung Yat Estate
        ","
22.386774
","
113.968187
",,,,,,"Site at Passage adjacent to Estate Office, G/F, Hong Lung House, Lung Yat Estate, Tuen Mun ",没有,没有
336,"
          Tin Ching Estate ATM Services
        ","
22.463090964657866
","
114.00335669517517
",,,,,,"G/F, Ching Wan House, Tin Ching Estate, Tin Shui Wai, N.T. ",没有,没有
337,"
          Kau Yuk Road Branch
        ","
22.4430091
","
114.0279004
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"18-24 Kau Yuk Road, Yuen Long, New Territories ",有,有
338,"
          Yuen Long Branch
        ","
22.444271
","
114.029011
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"102-108 Castle Peak Road, Yuen Long, New Territories ",有,有
339,"
          Tin Shui Estate Branch
        ","
22.45620496857529
","
113.99847507476807
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop No.G30, Tin Shui Shopping Centre, Tin Shui Wai, New Territories ",有,有
340,"
          Tin Shui Wai Branch
        ","
22.458037
","
114.002785
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop G65, G/F, +Woo(Phase 1), 12-18 Tin Yan Road, Tin Shui Wai, New Territories ",有,有
341,"
          Castle Peak Road (Yuen Long) Branch
        ","
22.4443773
","
114.0270782
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"162 Castle Peak Road, Yuen Long, New Territories ",有,有
342,"
          Yuen Long (Hang Fat Mansion) Branch
        ","
22.4443379
","
114.0317002
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"8-18 Castle Peak Road, Yuen Long, New Territories ",有,有
343,"
          West Rail Kam Sheung Road Station
        ","
22.4350295
","
114.0633911
",,,,,,West Rail Kam Sheung Road Station ,没有,没有
344,"
          Hung Shui Kiu ATM Services Centre
        ","
22.4338635
","
113.9968609
",,,,,,"Shop 76, 1/F, Aster Court, 8 Hung Tai Rd, Hung Shui Kiu, Yuen Long, NT ",没有,没有
345,"
          West Rail Yuen Long Station
        ","
22.4461076
","
114.0347266
",,,,,,West Rail Yuen Long Station ,没有,没有
346,"
          West Rail Tin Shui Wai Station
        ","
22.4495854
","
114.0061797
",,,,,,West Rail Tin Shui Wai Station ,没有,没有
347,"
          West Rail Long Ping Station
        ","
22.4477415
","
114.02546
",,,,,,West Rail Long Ping Station ,没有,没有
348,"
          Fairview Park
        ","
22.477497
","
114.045017
",,,,,,"Shop No.6A, G/F, Block E, Town Centre, Fairview Park, Yuen Long, New Territories. ",没有,没有
349,"
          Kam Tin
        ","
22.441220
","
114.068224
",,,,,,"G/F & Portion of House No.3, Wing Lung Wai, Lot No.14 D.D.109, Yuen Long, New Territories. ",没有,没有
350,"
          Tin Chak Shopping Centre
        ","
22.468346
","
113.998672
",,,,,,"ATM No.7 , 1/F, Tin Chak Shopping Centre,Nos.71, 73, 75 and 77 Tin Shui Road, Tin Shui Wai, New Territories ",没有,没有
351,"
          Chung Fu Plaza
        ","
22.462237
","
113.997882
",,,,,,"Shop No.L218A, 2/F, Chung Fu Plaza (Phase 1), 30 Tin Wah Road, Tin Shui Wai, New Territories ",没有,没有
352,"
          Pok Oi Hospital
        ","
22.445515
","
114.041822
",,,,,,"Lobby, G/F, Pok Oi Hospital, Au Tau, Yuen Long, New Territories ",没有,没有
353,"
          Shek Kong Tsuen Barracks
        ","
22.425284
","
114.107548
",,,,,,"Shek Kong Tsuen Barracks, Tsuen Kam Road, Kam Tin, New Territories ",没有,没有
354,"
          San Tin Barracks
        ","
22.496817
","
114.079102
",,,,,,"San Tin Barracks, San Tin Highway, San Tin, Yuen Long, New Territories ",没有,没有
355,"
          Tin Shui Wai Hospital
        ","
22.458691
","
113.996296
",,,,,,"G/F, Tin Shui Wai Hospital, No.11 Tin Tan Street, Tin Shui Wai, N.T. ",没有,没有
356,"
          San Tin Shopping City
        ","
22.502202
","
114.079640
",,,,,,"Portion of Shop K4 of San Tin Shopping City, 300 San Tin Tsuen Road, San Tin, Yuen Long, N.T. ",没有,没有
357,"
          Shek Kong Barracks
        ","
22.437650
","
114.098880
",,,,,,"No. 260, Kam Tin Road, Yuen Long District, New Territories, H.K ",没有,没有
358,"
          Tam Mei Barracks
        ","
22.479217
","
114.061870
",,,,,,"Tam Mei Barracks, 48 Ngau Tam Mei Road, Tam Mei, Yuen Long, N.T. ",没有,没有
359,"
          Tai Tong Road
        ","
22.4432189
","
114.0289251
",,,,,,"Portion of Shop A135 and A136, 1/F, Hop Yick Plaza, 23 Tai Tong Road, Yuen Long, N.T. ",没有,没有
360,"
          Flora Plaza Branch
        ","
22.485459
","
114.141243
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop 28, Flora Plaza, 88 Pak Wo Road, Fanling, New Territories ",有,有
361,"
          Sheung Shui Branch
        ","
22.504783
","
114.1271462
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"61 San  Fung Avenue, Sheung Shui, New Territories ",有,有
362,"
          Choi Yuen Plaza Branch
        ","
22.500825
","
114.126296
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop R9-10, 3/F, Choi Yuen Plaza, Sheung Shui, New Territories ",有,有
363,"
          Sha Tau Kok Branch
        ","
22.5464161
","
114.2241331
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Block 16-18, Sha Tau Kok Chuen, Sha Tau Kok, New Territories ",有,有
364,"
          Luen Wo Market Branch
        ","
22.4985767
","
114.1423926
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"17-19 Wo Fung Street, Luen Wo Market, Fanling, New Territories ",有,有
365,"
          Fanling Centre Branch
        ","
22.4912966
","
114.1414928
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop 2D-E & H, Fanling Centre, Fanling, New Territories ",有,有
366,"
          Sheung Shui Centre Branch
        ","
22.501096
","
114.129489
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop 1005-1009, Level 1, Sheung Shui Centre, Sheung Shui,New Territories ",有,有
367,"
          Ka Fuk Shopping Centre
        ","
22.493317875646802
","
114.13575053215027
",,,,,,"G/F Commercial / Car Park Block, Ka Fuk Estate, Fanling, N.T. ",没有,没有
368,"
          Luen Wo Market Branch Safe Box Service Centre
        ","
22.498650148728977
","
114.1423212736845
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop B, 10-16 Luen Shing Street, Luen Wo  Market, Fanling, New Territories ",有,有
369,"
          Sheung Shui Banking Services Centre
        ","
22.5033043
","
114.1266542
",星期一至星期五:  9:00 – 17:00,星期六:  Closed,星期日和公眾假期:  Closed,  +852 3988 2388,,"136 San Fung Avenue, Sheung Shui, New Territories ",有,有
370,"
          East Rail Sheung Shui Station
        ","
22.501877167576904
","
114.12732034921646
",,,,,,Shop No.SHS 6 at Paid Concourse of MTR Sheung Shui Station ,没有,没有
371,"
          Ching Ho Estate ATM Services
        ","
22.4943
","
114.127195
",,,,,,"G/F Ching Yu House Ammex Block, Ching Ho Estate, Sheung Shui ",没有,没有
372,"
          East Rail Lo Wu Station
        ","
22.5289987
","
114.1130299
",,,,,,East Rail Lo Wu Station ,没有,没有
373,"
          East Rail Tai Wo Station
        ","
22.4509989
","
114.1611966
",,,,,,East Rail Tai Wo Station ,没有,没有
374,"
          East Rail Fanling Station
        ","
22.4919945
","
114.1389248
",,,,,,East Rail Fanling Station ,没有,没有
375,"
          East Rail Lo Ma Chau Station
        ","
22.5152125
","
114.0645618
",,,,,,East Rail Lo Ma Chau Station ,没有,没有
376,"
          Yung Shing Shopping Centre
        ","
22.482584
","
114.138579
",,,,,,"G/F, Yung Shing Shopping Ctr, 22 Wah Ming Road, Fanling, NT ",没有,没有
377,"
          Sun Wai Barracks
        ","
22.507355
","
114.153172
",,,,,,"San Wai Barracks Sha Tau Kok Road, Lung Yeuk Tau, N.T. ",没有,没有
378,"
          North District Hospital
        ","
22.496649
","
114.124448
",,,,,,"Main Entrance, G/F, North District Hospital, 9 Po Kin Road, Sheung Shui, New Territories ",没有,没有
379,"
          Tin Ping Estate
        ","
22.2893313
","
113.9494272
",,,,,,"ATM Space No.3, G/F Tin Ping Shopping Centre, 48 Tin Ping Road, Tin Ping Estate, Sheung Shui, New Territories. ",没有,没有
380,"
          Kwong Fuk Road Branch
        ","
22.44893147
","
114.16603773
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"40-50 Kwong Fuk Road, Tai Po Market, New Territories ",有,有
381,"
          On Chee Road Branch
        ","
22.4528903
","
114.167976
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop 10 Level 1, Jade Plaza, 3 On Chee Road, Tai Po, New Territories ",有,有
